@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L73336","0.465217","2","5","2","0.324675","0.354839","25","22","1","1","1","12","7","0","0","9","14","0","0","0","0","0","6","0","0","0","0","0","0","0","59","74","1","2","1","2","5","0","5","0","5","34","0","5","0","62","77","4","2","4","2","5","3","5","0","5","34","3","5","0","0","5","32","1","28","0","3","4","0","17","0","0","0","0","0","0","0","17","13","3","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","false"
"L73370","0.0539033","1","3","1","0.0673575","0.0857143","13","12","1","1","1","12","16","0","0","22","29","0.125","0.0408163","6","3","1","7","0.0408163","6","0","0","0","0","0","141","193","2","0","2","0","7","0","7","0","7","98","0","7","0","141","193","2","0","2","0","7","0","7","0","7","98","0","7","0","0","0","27","15","7","0","0","1","0","8","0","0","0","0","0","2","0","3","17","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","9","0","0","2","2","0","1","0","false"
"L73390","0","0","0","0","0","0","0","0","1","1","1","7","15","0","0","20","26","0","0","0","0","0","7","0","0","0","0","0","0","0","72","96","1","0","1","0","6","0","6","0","6","47","0","6","0","72","96","1","0","1","0","6","0","6","0","6","47","0","6","0","0","0","17","6","27","0","0","0","0","0","0","0","0","0","1","2","0","25","15","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","false"
"L73404","0.716935","7","16","13","0.625","0.615385","150","104","1","1","1","15","14","2","0","20","28","0","0.109195","19","0","0","9","0.101064","19","1","1","0","0","1","155","225","5","2","4","0","8","0","8","0","12","111","0","12","0","169","240","5","2","4","0","10","0","10","0","14","119","0","14","0","0","0","82","14","37","0","0","2","0","46","0","0","0","0","0","7","0","35","29","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","3","0","false"
"L73443","0.777427","7","18","15","0.704348","0.704403","162","112","1","1","1","15","15","0","0","26","33","0","0.106742","19","0","0","8","0.106742","19","1","1","0","0","1","159","230","5","2","4","0","7","0","7","1","11","116","0","11","1","159","230","5","2","4","0","7","0","7","1","11","116","0","11","1","0","0","73","13","38","0","0","4","0","49","0","0","0","0","0","7","0","34","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","1","1","0","false"
"L73467","0","0","0","0","0","0","0","0","1","1","1","2","8","0","0","10","11","0","0","0","0","0","2","0","0","0","0","0","0","0","27","35","0","0","0","0","1","0","1","0","1","22","0","1","0","27","35","0","0","0","0","1","0","1","0","1","22","0","1","0","0","0","5","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","false"
"L73472","0","0","0","0","0","0","0","0","2","0","0","2","6","0","0","9","11","0","0.16129","5","0","0","3","0.16129","5","0","0","0","0","0","26","37","0","0","0","0","2","0","2","0","2","18","0","2","0","26","37","0","0","0","0","2","0","2","0","2","18","0","2","0","0","0","8","1","6","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","false"
"L73480","0","0","0","0","0","0","0","0","1","0","0","3","4","0","0","7","10","0","0.027027","1","0","0","4","0.027027","1","0","0","0","0","0","36","49","5","0","5","0","3","0","3","1","3","19","0","3","1","36","49","5","0","5","0","3","0","3","1","3","19","0","3","1","0","0","9","3","23","0","0","0","0","0","0","0","0","0","0","0","0","23","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","false"
"L73515","0.268817","4","19","7","0.245223","0.264706","77","63","1","2","2","15","13","1","0","15","21","0","0","0","0","0","2","0","0","0","0","0","0","0","117","159","11","0","11","0","6","0","1","0","6","85","0","1","0","238","314","17","0","17","0","9","0","4","0","9","159","0","4","0","0","0","76","9","17","0","0","12","0","35","0","0","0","5","0","2","0","4","30","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","4","1","2","3","2","0","false"
"L73610","0","0","0","0","0","0","0","0","1","1","1","16","15","0","0","28","39","0","0.0366972","4","0","0","12","0.0366972","4","0","0","0","0","0","105","134","2","0","2","0","11","0","11","0","11","63","0","11","0","105","134","2","0","2","0","11","0","11","0","11","63","0","11","0","0","0","27","5","52","0","0","6","0","0","0","0","0","0","1","2","0","41","25","0","0","0","0","0","1","0","1","0","0","0","0","0","0","3","0","0","0","0","3","0","1","0","false"
"L73635","0","0","0","0","0","0","0","0","1","2","2","12","8","0","0","15","23","0","0.030303","3","0","0","3","0.030303","3","0","0","0","0","0","96","108","4","0","4","0","8","0","2","0","8","54","0","2","0","96","108","4","0","4","0","8","0","2","0","8","54","0","2","0","0","0","19","7","6","0","0","2","0","0","0","0","0","0","0","0","0","1","19","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","4","3","0","0","false"
"L73670","0.617496","4","18","10","0.545455","0.609524","90","64","4","1","1","8","7","0","0","11","15","1","0.16","20","16","5","0","0.16","20","0","0","0","0","0","105","165","0","0","0","0","4","0","4","0","4","83","0","4","0","105","165","0","0","0","0","4","0","4","0","4","83","0","4","0","0","4","40","7","0","0","4","0","0","29","0","1","0","0","0","0","0","0","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","false"
"L73681","0.686239","3","60","12","0.621359","0.640523","128","98","1","1","1","32","5","0","0","12","21","0","0.0892857","15","0","0","10","0.0892857","15","0","0","0","0","0","153","206","7","0","7","0","9","0","9","0","9","116","0","9","0","153","206","7","0","7","0","9","0","9","0","9","116","0","9","0","0","0","57","2","112","0","0","25","0","35","0","0","0","0","1","0","0","83","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","0","2","0","false"
"L73707","0.360802","1","4","2","0.327869","0.333333","40","24","1","1","1","5","9","0","0","11","12","0.5","0.225806","21","5","1","1","0.225806","21","0","0","0","0","0","72","122","0","0","0","0","1","0","1","0","1","63","0","1","0","72","122","0","0","0","0","1","0","1","0","1","63","0","1","0","0","0","20","3","11","0","0","0","0","12","0","0","0","0","0","1","0","0","5","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","false"
"L73713","0","0","0","0","0","0","0","0","1","3","3","13","13","0","0","26","31","0","0.0340136","5","0","0","6","0.0340136","5","0","0","0","0","0","142","188","1","0","1","0","5","1","5","0","5","100","1","5","0","142","188","1","0","1","0","5","1","5","0","5","100","1","5","0","0","0","20","5","2","0","0","0","0","0","0","0","0","0","0","3","0","0","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","4","0","4","0","1","0","false"
"L73724","0","0","0","0","0","0","0","0","1","2","2","7","18","0","0","29","34","0","0.0217391","2","0","0","5","0.0217391","2","0","0","0","0","0","90","114","1","0","1","0","5","1","4","0","5","59","1","4","0","90","114","1","0","1","0","5","1","4","0","5","59","1","4","0","0","0","20","10","5","0","0","0","0","0","0","0","0","0","0","3","0","0","13","0","0","0","0","0","3","0","2","0","0","0","0","0","0","3","0","0","4","3","4","0","0","0","false"
"L73741","0","0","0","0","0","0","0","0","1","2","2","3","8","0","0","11","12","0","0","0","0","0","2","0","0","0","0","0","0","0","23","29","1","0","1","0","1","1","1","0","1","14","1","1","0","23","29","1","0","1","0","1","1","1","0","1","14","1","1","0","0","0","10","0","3","0","0","2","0","0","0","0","0","0","0","1","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L73748","0","0","0","0","0","0","0","0","1","1","1","6","9","0","0","17","20","0","0","0","0","0","4","0","0","0","0","0","0","0","49","64","3","0","3","0","3","0","3","0","3","35","0","3","0","49","64","3","0","3","0","3","0","3","0","3","35","0","3","0","0","1","9","4","31","0","0","0","0","0","0","0","0","0","0","0","0","25","9","0","0","0","0","0","4","0","0","0","0","0","0","0","0","3","0","0","0","0","2","0","2","0","false"
"L73760","0.64214","3","9","7","0.538462","0.542857","49","38","1","1","1","8","7","0","0","10","16","0","0","0","0","0","6","0","0","0","0","0","0","0","70","91","5","0","5","0","6","0","5","1","6","41","0","5","1","70","91","5","0","5","0","6","0","5","1","6","41","0","5","1","0","0","39","0","2","0","0","0","0","24","0","0","0","0","2","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L73784","0.325153","1","2","2","0.226804","0.24","22","18","1","1","1","8","8","0","0","12","18","0","0","0","0","0","6","0","0","0","0","0","0","0","75","97","5","0","5","0","6","0","5","1","6","46","0","5","1","75","97","5","0","5","0","6","0","5","1","6","46","0","5","1","0","0","30","0","2","0","0","0","0","15","0","0","0","0","2","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L73806","0","0","0","0","0","0","0","0","1","0","0","4","5","0","0","8","12","0","0","0","0","0","5","0","0","0","0","0","0","0","34","40","1","2","1","2","4","0","4","0","4","19","0","4","0","34","40","1","2","1","2","4","0","4","0","4","19","0","4","0","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","false"
"L73818","0","0","0","0","0","0","0","0","1","1","1","3","1","0","0","1","2","0","0","0","0","0","2","0","0","0","0","0","0","0","15","22","3","0","3","0","1","0","1","0","1","7","0","1","0","15","22","3","0","3","0","1","0","1","0","1","7","0","1","0","0","0","5","1","5","0","0","4","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L73974","0","0","0","0","0","0","0","0","1","3","3","18","5","1","1","15","28","0.0714286","0.108434","9","6","1","13","0.108434","9","1","1","0","0","1","74","96","2","5","2","5","13","0","13","5","13","32","0","13","5","74","96","2","5","2","5","13","0","13","5","13","32","0","13","5","0","0","29","0","6","0","1","3","0","0","0","0","0","0","0","0","0","2","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L73979","0","0","0","0","0","0","0","0","2","6","5","108","34","34","285","60","108","0.173913","0.163728","65","58","8","38","0.163728","65","4","6","1","2","3","332","492","6","33","4","10","48","0","45","5","135","200","0","131","10","332","492","6","33","4","10","48","0","45","5","135","200","0","131","10","0","0","103","3","52","0","1","47","0","0","0","1","0","4","0","3","0","5","81","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","0","1","0","0","false"
"L74241","0","0","0","0","0","0","0","0","0","2","1","3","5","3","3","3","4","1","0.352941","6","6","1","0","0.352941","6","0","0","0","0","0","11","15","0","1","0","1","1","0","0","0","1","6","0","0","0","11","15","0","1","0","1","1","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L74254","0","0","0","0","0","0","0","0","2","0","0","5","3","10","101","5","10","0","0","0","0","0","5","0","0","1","1","0","0","1","22","27","5","5","1","0","5","0","4","0","22","7","0","19","0","22","27","5","5","1","0","5","0","4","0","22","7","0","19","0","0","0","14","0","4","0","0","0","0","0","0","1","0","0","0","0","0","4","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L74249","0","0","0","0","0","0","0","0","10","7","5","146","55","45","367","95","179","0.15","0.162577","106","94","12","68","0.162577","106","5","8","1","1","4","546","785","13","37","7","11","84","1","79","5","182","279","1","173","15","546","785","13","37","7","11","84","1","79","5","182","279","1","173","15","0","2","182","3","76","0","0","59","0","0","0","1","0","8","0","4","0","20","149","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","18","2","0","0","0","0","false"
"L74275","0","0","0","0","0","0","0","0","5","1","1","19","12","1","1","20","30","0.2","0.123711","12","11","2","8","0.123711","12","6","10","0","0","2","85","110","15","37","2","0","10","0","9","0","189","41","1","179","15","85","110","15","37","2","0","10","0","9","0","189","41","1","179","15","0","0","37","3","9","0","0","6","0","0","0","1","0","0","0","2","0","3","23","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","8","3","0","0","0","0","false"
"L74794","0","0","0","0","0","0","0","0","1","2","2","16","12","1","1","14","21","0.125","0.0933333","7","7","1","7","0.0933333","7","0","0","0","0","0","68","79","8","1","8","1","7","0","7","1","7","35","0","7","1","68","79","8","1","8","1","7","0","7","1","7","35","0","7","1","0","0","20","0","10","0","0","6","0","0","0","0","0","0","0","2","0","2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","false"
"L74840","0.0739261","1","6","2","0.0725624","0.078534","32","30","5","3","3","145","15","5","7","20","63","0","0.0154639","6","6","0","38","0.0154639","6","1","2","0","0","2","382","441","7","4","7","4","43","0","37","3","43","245","0","37","3","382","441","7","4","7","4","43","0","37","3","43","245","0","37","3","0","0","120","2","88","0","1","70","0","16","0","1","0","5","0","3","0","17","89","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","0","1","0","false"
"L74873","0","0","0","0","0","0","0","0","1","2","2","11","2","1","1","4","11","0.125","0.134615","7","7","1","7","0.134615","7","0","0","0","0","0","45","53","6","1","6","1","7","0","7","1","7","19","0","7","1","45","53","6","1","6","1","7","0","7","1","7","19","0","7","1","0","0","18","1","6","0","0","4","0","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","false"
"L75014","0","0","0","0","0","0","0","0","1","4","4","68","9","6","8","10","41","0","0.0334928","7","6","0","28","0.0334928","7","1","2","0","0","2","202","247","7","5","7","5","31","0","27","3","31","101","0","27","3","202","247","7","5","7","5","31","0","27","3","31","101","0","27","3","0","0","71","0","40","0","0","29","0","0","0","0","0","3","0","0","0","5","63","0","0","4","1","0","0","0","0","0","0","0","0","0","0","1","1","0","4","0","0","0","0","0","false"
"L75120","0","0","0","0","0","0","0","0","1","4","3","83","14","3","5","10","41","0.0357143","0.0289256","7","7","1","27","0.0289256","7","1","2","0","0","2","235","273","7","4","7","4","31","0","27","3","31","136","0","27","3","235","273","7","4","7","4","31","0","27","3","31","136","0","27","3","0","0","71","1","36","0","0","30","0","0","0","0","0","0","0","1","0","5","65","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","4","0","0","0","0","0","false"
"L74188","0","0","0","0","0","0","0","0","0","0","0","4","0","3","3","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","15","20","0","0","0","0","4","0","4","0","4","4","0","4","0","15","20","0","0","0","0","4","0","4","0","4","4","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L74076","0","0","0","0","0","0","0","0","0","0","0","4","0","1","3","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","15","19","0","0","0","0","4","0","4","0","4","4","0","4","0","15","19","0","0","0","0","4","0","4","0","4","4","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L75245","0","0","0","0","0","0","0","0","1","1","1","9","5","0","0","12","20","0.166667","0.06","6","4","1","5","0.0495868","6","0","0","0","0","0","94","129","5","5","5","5","8","0","5","1","8","51","0","5","1","115","154","7","7","7","7","12","0","9","3","12","55","0","9","3","0","1","30","2","46","0","1","0","0","0","0","0","0","0","0","0","0","6","30","1","0","0","0","0","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L74630","0","0","0","0","0","0","0","0","1","0","0","3","7","1","1","5","8","0.25","0.157895","3","3","1","3","0.157895","3","1","1","0","0","1","16","19","2","1","1","0","3","0","3","0","11","6","0","11","0","16","19","2","1","1","0","3","0","3","0","11","6","0","11","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L75330","0","0","0","0","0","0","0","0","1","7","7","63","14","5","17","22","35","0.1","0.017316","4","4","1","9","0.017316","4","0","0","0","0","0","227","252","4","6","4","6","13","1","9","0","13","145","1","9","0","227","252","4","6","4","6","13","1","9","0","13","145","1","9","0","0","1","46","3","27","0","0","19","0","0","0","0","0","8","1","2","0","7","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","7","0","2","0","0","0","false"
"L75448","0.19399","9","62","18","0.171429","0.202073","216","195","2","7","6","420","49","19","68","72","131","0.212766","0.12265","137","97","10","37","0.12265","137","0","0","0","0","0","980","1260","11","19","11","19","59","0","46","3","59","649","0","46","3","980","1260","11","19","11","19","59","0","46","3","59","649","0","46","3","0","1","235","14","198","0","2","148","0","84","0","1","0","17","0","5","0","39","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","23","1","2","10","0","0","false"
"L74730","0","0","0","0","0","0","0","0","1","4","2","41","2","5","5","6","14","0.2","0.0560748","6","5","1","4","0.0560748","6","0","0","2","2","0","101","112","0","3","0","3","8","0","4","0","8","67","0","4","0","101","112","0","3","0","3","8","0","4","0","8","67","0","4","0","0","0","19","2","27","0","0","20","0","0","0","0","0","0","0","0","0","6","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","false"
"L74164","0","0","0","0","0","0","0","0","1","10","7","256","41","10","35","84","120","0.307692","0.0496644","37","33","4","9","0.0496644","37","0","0","0","0","0","708","805","4","10","4","10","36","0","12","5","36","465","0","12","5","708","805","4","10","4","10","36","0","12","5","36","465","0","12","5","0","0","108","3","105","0","2","72","0","0","0","0","0","19","0","11","0","31","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","3","0","0","0","false"
"L76050","0","0","0","0","0","0","0","0","1","0","0","5","1","1","2","0","4","0.2","0.173913","4","4","1","4","0.173913","4","0","0","1","1","0","19","23","2","0","2","0","4","0","4","0","4","5","0","4","0","19","23","2","0","2","0","4","0","4","0","4","5","0","4","0","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","false"
"L76061","0","0","0","0","0","0","0","0","1","0","0","4","2","1","2","2","5","0.25","0.210526","4","4","1","3","0.210526","4","1","1","0","0","1","15","18","3","0","1","0","3","0","3","0","7","4","0","7","0","15","18","3","0","1","0","3","0","3","0","7","4","0","7","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","false"
"L76073","0","0","0","0","0","0","0","0","1","0","0","4","4","0","0","8","12","0.333333","0.129032","4","4","1","2","0.129032","4","0","0","0","0","0","27","36","1","0","1","0","4","0","2","1","4","12","0","2","1","27","36","1","0","1","0","4","0","2","1","4","12","0","2","1","0","0","11","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L76086","0","0","0","0","0","0","0","0","1","3","3","11","5","0","0","29","33","0.333333","0.0325203","4","4","1","2","0.0201005","4","0","0","0","0","0","119","146","2","1","2","1","4","0","2","1","4","93","0","2","1","195","244","12","10","12","10","25","0","23","11","25","115","0","23","11","0","0","68","8","46","0","0","1","0","0","0","0","0","0","0","1","0","2","56","0","0","0","0","0","44","0","3","0","0","0","0","0","0","0","0","0","11","3","1","0","0","0","false"
"L76187","0","0","0","0","0","0","0","0","1","1","1","8","14","0","0","29","35","0.2","0.0597015","4","4","1","4","0.0325203","4","0","0","0","0","0","63","83","1","0","1","0","6","0","4","1","6","42","0","4","1","119","155","9","8","9","8","18","0","16","1","18","50","0","16","1","0","0","54","4","12","0","0","4","0","0","0","0","0","0","4","2","0","4","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4","0","0","false"
"L76252","0","0","0","0","0","0","0","0","0","0","0","4","0","1","1","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","16","22","2","2","2","2","4","0","4","2","4","4","0","4","2","16","22","2","2","2","2","4","0","4","2","4","4","0","4","2","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L76266","0","0","0","0","0","0","0","0","1","0","0","3","5","0","0","11","14","0","0","0","0","0","4","0","0","0","0","0","0","0","28","36","1","0","1","0","3","0","3","0","3","16","0","3","0","28","36","1","0","1","0","3","0","3","0","3","16","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L76282","0","0","0","0","0","0","0","0","2","1","1","10","2","2","2","5","9","0.2","0.137931","4","4","1","4","0.137931","4","1","1","0","0","1","25","31","2","4","1","1","4","0","4","0","14","9","0","14","0","25","31","2","4","1","1","4","0","4","0","14","9","0","14","0","0","0","12","0","3","0","0","2","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L76308","0","0","0","0","0","0","0","0","1","1","1","6","2","2","2","1","5","0.2","0.2","7","7","1","4","0.2","7","0","0","0","0","0","28","34","4","0","4","0","4","0","4","0","4","11","0","4","0","28","34","4","0","4","0","4","0","4","0","4","11","0","4","0","0","0","11","0","5","0","0","3","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L75945","0.105642","2","5","2","0.0789474","0.0990566","21","21","1","2","2","63","4","2","4","2","39","0.0294118","0.0482456","11","11","1","33","0.0482456","11","2","2","0","0","1","217","266","6","2","6","2","37","0","33","1","37","118","0","33","1","217","266","6","2","6","2","37","0","33","1","37","118","0","33","1","0","0","94","3","29","0","0","20","0","14","0","0","0","0","0","0","0","9","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","0","0","1","0","0","false"
"L75955","0","0","0","0","0","0","0","0","1","2","2","33","3","2","4","1","25","0","0.0428571","6","6","0","23","0.0428571","6","2","2","0","0","1","134","170","5","2","5","2","24","0","22","1","24","58","0","22","1","134","170","5","2","5","2","24","0","22","1","24","58","0","22","1","0","0","53","0","17","0","0","10","0","0","0","0","0","0","0","0","0","2","51","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","false"
